Call_ID,Transcript_Text,Category,Keywords_Found,asks_for_otp,asks_for_email_password,asks_to_click_link,asks_remote_access,uses_urgency,claims_authority,has_email,has_otp_like_number,Label
C620,The PIN for your new debit card has been mailed to your address and should arrive in 2 days.,Legit_Call,"pin,debit card",0,0,0,0,0,0,0,0,0
C621,"This is a reminder about your upcoming payment of Rs. 2,500 for your online course.",Legit_Call,"reminder,rs,payment",0,0,0,0,0,0,0,0,0
C622,The verification for your new bank account is complete. You can now start transacting.,Legit_Call,"verification,bank account",0,0,0,0,0,0,0,0,0
C623,Your order has been successfully placed. You will receive an email confirmation shortly.,Legit_Call,"order,email",0,0,0,0,0,0,1,0,0
C624,"The OTP to register your device is 6543. Remember, do not share this with our executives.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C625,Your request to link your Aadhaar with your account has been processed.,Legit_Call,aadhaar,0,0,0,0,0,0,0,0,0
C626,This is a courtesy call to check if your issue has been resolved to your satisfaction.,Legit_Call,resolved,0,0,0,0,0,0,0,0,0
C627,Your subscription to our newsletter has been confirmed. Thank you.,Legit_Call,subscription,0,0,0,0,0,0,0,0,0
C628,Our office will be closed on Monday for a national holiday. We will resume services on Tuesday.,Legit_Call,holiday,0,0,0,0,0,0,0,0,0
C629,A credit of Rs. 50 as a referral bonus has been added to your wallet.,Legit_Call,"rs,bonus",0,0,0,0,0,0,0,0,0
C630,The new cheque book has been delivered to your registered address. Please confirm receipt.,Legit_Call,"cheque book,address",0,0,0,0,0,0,0,0,0
C631,Your KYC documents have been successfully uploaded and are under review.,Legit_Call,kyc,0,0,0,0,0,0,0,0,0
C632,The latest episode of the podcast you follow is now available for streaming.,Legit_Call,podcast,0,0,0,0,0,0,0,0,0
C633,The one-time password to view your statement is 8890. This is a secure code.,Legit_Call,"password,otp",0,0,0,0,0,0,0,1,0
C634,Your warranty extension for the refrigerator has been successfully registered.,Legit_Call,warranty,0,0,0,0,0,0,0,0,0
C635,This is a security alert from your bank. A transaction was blocked for your safety. No action is needed from your side.,Legit_Call,"security alert,bank,blocked",0,0,0,0,0,1,0,0,0
C636,The one-time password for your app login is 9012. A support agent will never ask you to share this code.,Legit_Call,"password,otp,login",0,0,0,0,0,0,0,1,0
C637,Your account was temporarily suspended due to 3 incorrect login attempts. Please reset your password via our official website.,Legit_Call,"account suspended,login,password",0,0,0,0,0,0,0,0,0
C638,"To view your statement, please click the secure link we've sent to your registered email. Do not trust links from other sources.",Legit_Call,"link,email",0,0,0,0,0,0,1,0,0
C639,"A refund of Rs. 5000 has been credited. If you did not request this refund, please contact us on our official number.",Legit_Call,"refund,rs",0,0,0,0,0,0,0,0,0
C640,This is the fraud department. We have blocked a suspicious transaction. We will never ask for your card details or OTP to verify.,Legit_Call,"fraud department,blocked,otp",0,0,0,0,0,1,0,0,0
C641,"Your new password has been set successfully. If you did not make this change, please secure your account immediately.",Legit_Call,"password,urgent",0,0,0,0,1,0,0,0,0
C642,The verification code to authorize your new device is 4451. Do not share this with anyone.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C643,"A new beneficiary was added to your account. For your security, transactions to this beneficiary will be blocked for 24 hours.",Legit_Call,"blocked,security",0,0,0,0,1,0,0,0,0
C644,We have received your complaint regarding a suspicious email. Our team is investigating the issue.,Legit_Call,"complaint,suspicious,email",0,0,0,0,0,0,1,0,0
C645,Your service has been temporarily suspended due to a pending bill payment. Please pay via the official app.,Legit_Call,"account suspended,bill",0,0,0,0,0,0,0,0,0
C646,The OTP to confirm your delivery address is 2122. Only share this with the delivery agent.,Legit_Call,"otp,delivery",0,0,0,0,0,0,0,1,0
C647,"For your security, please create a new password. Your old password has expired.",Legit_Call,"password,security",0,0,0,0,0,0,0,0,0
C648,A login attempt from a new device was blocked. You can review this activity in your account's security settings.,Legit_Call,"login,blocked",0,0,0,0,0,0,0,0,0
C649,Your request to link your PAN card has been received. You will get a confirmation once it is processed.,Legit_Call,"link,pan",0,0,0,0,0,0,0,0,0
C650,"This is an informational call from the RBI about safe banking. Never share your PIN, OTP, or password with anyone.",Legit_Call,"rbi,pin,otp,password",0,0,0,0,0,1,0,0,0
C651,A transaction of Rs. 100 on your card was flagged as suspicious and declined. No amount was debited.,Legit_Call,"suspicious,declined",0,0,0,0,0,0,0,0,0
C652,Please find the requested documents at the download link sent to your phone via SMS from our official sender ID.,Legit_Call,"link,sms",0,0,0,0,0,0,0,0,0
C653,Your account is currently locked for security reasons. Please visit your nearest branch to unlock it.,Legit_Call,"account blocked,security",0,0,0,0,0,0,0,0,0
C654,The code to redeem your loyalty points is 7070. Please use it on our official app or website.,Legit_Call,"otp,loyalty points",0,0,0,0,0,0,0,1,0
C655,This is a reminder that your password expires in 3 days. Please reset it to maintain uninterrupted access.,Legit_Call,"reminder,password,urgent",0,0,0,0,1,0,0,0,0
C656,Your KYC update has been successfully verified. Thank you for helping us keep your account secure.,Legit_Call,"kyc,verified",0,0,0,0,0,0,0,0,0
C657,We have received your remote access request for our support team to diagnose the issue.,Legit_Call,"remote access,support",0,0,0,0,0,0,0,0,0
C658,The link to join the meeting has been sent to your calendar invite. We will start in 5 minutes.,Legit_Call,"link,meeting,urgent",0,0,0,0,1,0,0,0,0
C659,An unknown payment of Rs. 50 was blocked. We recommend reviewing your recent account activity.,Legit_Call,"blocked,payment,rs",0,0,0,0,0,0,0,0,0
C660,"Hello, I'm from HR about the job you applied for on Naukri. The final step is a background verification. Please transfer Rs. 1500 as a fee to our agency, which is fully reimbursed.",Social_Engineering,"rs,job",0,0,0,0,0,1,0,0,1
C661,"Based on your excellent CIBIL score, we're offering a premium credit card. To process it, we just need to verify your existing card's expiry date for our records.",Loan_Credit_Scam,"cibil,credit card",0,0,0,0,0,1,0,0,1
C662,"Sir, your customs duty for an international parcel is pending. Please pay Rs. 4500 on this UPI ID to get your package released today.",Social_Engineering,"rs,upi,urgent",0,0,0,0,1,1,0,0,1
C663,"Congratulations! You have earned a bonus of Rs. 10,000. To credit this to your account, please make a small transaction of Rs. 10 to this number to verify your UPI.",UPI_Payment_Scam,"won,rs,upi",0,0,0,0,0,0,0,0,1
C664,This is a pre-litigation notice. An outstanding balance on a digital loan against your PAN has been found. Settle via the link within 2 hours to avoid legal proceedings.,Threat_Legal,"pan,legal notice,link,urgent",0,0,1,0,1,1,0,0,1
C665,"We are offering a lifetime-free credit card. To check your eligibility, just tell me your mother's maiden name for a soft check.",Loan_Credit_Scam,credit card,0,0,0,0,0,0,0,0,1
C666,"Your profile was selected for a complimentary travel voucher as a loyal customer. There's just a small, fully refundable Rs. 250 security deposit to confirm.",Prize_Lottery_Scam,"won,rs",0,0,0,0,0,0,0,0,1
C667,"Sir, the job you applied for requires a uniform. Please deposit Rs. 2000 for the kit, and it will be adjusted against your first month's salary.",Social_Engineering,"job,rs",0,0,0,0,0,1,0,0,1
C668,"To increase your credit card limit to Rs. 5 Lakhs, we need to do a quick verification. Please confirm your date of birth and the last 4 digits of your Aadhaar.",Loan_Credit_Scam,"rs,aadhaar",0,0,0,0,0,1,0,0,1
C669,This is the final settlement department. A loan taken on your documents is overdue. Pay Rs. 5000 now to close the file and improve your credit score.,Threat_Legal,"loan,rs,credit score,urgent",0,0,0,0,1,1,0,0,1
C670,"You've received a gift voucher. To activate it, scan the QR code we sent you on WhatsApp and enter the amount 4999. You will receive Rs. 5000.",UPI_Payment_Scam,"won,rs,link",0,0,1,0,0,0,0,0,1
C671,"Your electricity bill payment failed, but the amount was debited. To get an instant refund, please install the AnyDesk app so our team can guide you.",Tech_Support_Scam,"refund,anydesk,remote access",0,0,0,1,1,1,0,0,1
C672,We see you have a high CIBIL score. We can offer you a personal loan with guaranteed low interest. Just provide your bank statements on this secure link.,Loan_Credit_Scam,"cibil,loan,link",0,0,1,0,0,0,0,0,1
C673,"Your food delivery refund can't be processed to your account directly. I've sent a payment request on PhonePe, please approve it to get your money back.",UPI_Payment_Scam,"refund,phonepe,link",0,0,1,0,0,0,0,0,1
C674,"Congratulations on being shortlisted for the job! To schedule your final interview with the manager, a security deposit of Rs. 1000 is required.",Social_Engineering,"job,rs",0,0,0,0,0,1,0,0,1
C675,"Sir, your father has listed you as an emergency contact and he's had an accident. We need Rs. 10,000 urgently for hospital admission. Please UPI immediately.",Social_Engineering,"rs,upi,urgent",0,0,0,0,1,0,0,0,1
C676,"A government subsidy of Rs. 8,000 is available for you. To receive the amount, please click the verification link and enter your details.",Prize_Lottery_Scam,"rs,link",0,0,1,0,0,1,0,0,1
C677,"Your account shows a pending prize. To claim it, we need to verify your identity. What was the name of your first pet?",Prize_Lottery_Scam,"prize,claim prize",0,0,0,0,0,1,0,0,1
C678,We are calling from the GST department. There is a discrepancy in your file. Share your login details for the portal so we can rectify it.,Threat_Legal,"gst,login",0,1,0,0,1,1,0,0,1
C679,"You can get a refund on your last 3 electricity bills due to a server error. To process it, just tell me the OTP you receive.",Social_Engineering,"refund,otp",1,0,0,0,0,1,0,0,1
C680,Your debit card is earning low reward points. We can upgrade you to a platinum card. Just read out your current card number to start.,Loan_Credit_Scam,debit card,0,0,0,0,0,1,0,0,1
C681,"Someone has sent you Rs. 5000 on Google Pay. Since your account is new, you must first send Rs. 50 to any UPI ID to activate and receive the funds.",UPI_Payment_Scam,"rs,upi",0,0,0,0,0,0,0,0,1
C682,"Your Facebook account has been reported for suspicious activity. To prevent suspension, please provide your email and password on the link we've sent.",Tech_Support_Scam,"account suspended,email,password,link",0,1,1,0,1,1,1,0,1
C683,"A legal case has been filed against you for an unpaid credit card. Settle out of court now by paying 50% on this number, or face a court summon.",Threat_Legal,"legal notice,court summon,urgent",0,0,0,0,1,1,0,0,1
C684,Your friend sent you a gift voucher via WhatsApp. Open the link and complete a quick survey to see your prize.,Prize_Lottery_Scam,"prize,link",0,0,1,0,0,0,0,0,1
C685,This is the RBI verification department. Your bank account will be suspended if you do not share the OTP 1122 immediately.,Banking_Fraud,"rbi,account suspended,otp",1,0,0,0,1,1,0,1,1
C686,"Sir, I have sent you a payment request of Rs. 5000 on PhonePe for your refund. Please accept it and enter your PIN.",UPI_Payment_Scam,"rs,phonepe,refund,pin",0,0,1,0,0,0,0,0,1
C687,"Congratulations! You have won a new car in our lucky draw. Just pay a small tax of Rs. 10,000 to claim it now.",Prize_Lottery_Scam,"won,rs,claim prize",0,0,0,0,1,0,0,0,1
C688,Your personal loan of Rs. 2 Lakhs is pre-approved. Please share your PAN card and Aadhaar details to proceed.,Loan_Credit_Scam,"loan approved,rs,pan,aadhaar",0,0,0,0,0,0,0,0,1
C689,Your computer is sending virus alerts. Install AnyDesk right now and give me the code so I can fix it for you.,Tech_Support_Scam,"virus,anydesk,remote access,urgent",0,0,0,1,1,1,0,0,1
C690,"Hello, this is the police. A complaint has been filed against your number for illegal activity. Verify your details now or we will take legal action.",Threat_Legal,"police complaint,legal notice",0,0,0,0,1,1,0,0,1
C691,"Bhaiya, galti se aapke number par Rs. 2000 ka recharge ho gaya hai. Please woh paise wapas bhej do is UPI ID par.",Social_Engineering,"rs,recharge,upi",0,0,0,0,0,0,0,0,1
C692,"Your credit card is blocked due to a suspicious transaction. To unblock it, please tell me the OTP you just received.",Banking_Fraud,"account blocked,otp",1,0,0,0,1,1,0,0,1
C693,"You have received a cashback of Rs. 1000 on Google Pay. To credit it to your bank, please scan this QR code.",UPI_Payment_Scam,"rs,cashback,google pay,link",0,0,1,0,0,0,0,0,1
C694,Aapne KBC me 25 Lakh jeete hain! Is number par WhatsApp karke apne prize ke baare me jaankari lijiye.,Prize_Lottery_Scam,"won,rs,prize,kbc",0,0,1,0,0,0,0,0,1
C695,"We are offering a zero-interest loan up to Rs. 50,000. Just pay a small processing fee of Rs. 500 to get it now.",Loan_Credit_Scam,"loan,rs,fee",0,0,0,0,0,0,0,0,1
C696,Your email account has been hacked from another country. Share your password with me to secure it immediately.,Tech_Support_Scam,"email,hacked,password,urgent",0,1,0,0,1,1,1,0,1
C697,An arrest warrant has been issued in your name for tax evasion. Pay the penalty on this link to stop the proceedings.,Threat_Legal,"arrest warrant,legal notice,link",0,0,1,0,1,1,0,0,1
C698,"Sir, main aapke office ke IT department se bol raha hu. Hume server upgrade karna hai, aapka computer password chahiye.",Social_Engineering,password,0,1,0,0,0,1,0,0,1
C699,"To prevent your debit card from expiring, please share the 16-digit number and CVV on the back.",Banking_Fraud,"debit card,cvv",0,0,0,0,1,1,0,0,1
C700,Your KYC for Paytm is pending. Click on this link and complete the verification or your account will be suspended.,UPI_Payment_Scam,"kyc,paytm,link,account suspended",0,0,1,0,1,0,0,0,1
C701,You have been selected for a free government laptop scheme. Click this link and provide your details to register.,Prize_Lottery_Scam,"won,link",0,0,1,0,0,1,0,0,1
C702,Your credit limit can be doubled. Just confirm the OTP 9876 that we have sent to you.,Loan_Credit_Scam,otp,1,0,0,0,0,0,0,1,1
C703,We have detected your IP address was used for illegal downloads. Install TeamViewer so our technician can investigate.,Tech_Support_Scam,"illegal,teamviewer,remote access",0,0,0,1,0,1,0,0,1
C704,This is from the cyber crime branch. A case of digital fraud is linked to your Aadhaar card. Cooperate to avoid arrest.,Threat_Legal,"police complaint,aadhaar,arrest",0,0,0,0,1,1,0,0,1
C705,"Hello, I am calling from the gas agency. Your subsidy has been blocked. Please pay Rs. 100 to this UPI to reactivate.",Social_Engineering,"subsidy,rs,upi",0,0,0,0,0,1,0,0,1
C706,"A suspicious transaction of Rs. 20,000 is on hold. To cancel it, please share the OTP 123456.",Banking_Fraud,"rs,otp,share otp",1,0,0,0,1,1,0,1,1
C707,"To get a refund for your failed transaction, you must accept the UPI payment request I have sent.",UPI_Payment_Scam,"refund,upi",0,0,1,0,0,0,0,0,1
C708,"Your mobile number has won a prize of Rs. 50,000. To receive the money, please send a selfie with your PAN card.",Prize_Lottery_Scam,"won,rs,prize,pan",0,0,0,0,0,0,0,0,1
C709,Get a loan of Rs. 1 Lakh in 5 minutes without any documents. Just share your bank account number and OTP.,Loan_Credit_Scam,"loan,rs,otp",1,0,0,0,0,0,0,0,1
C710,Your Facebook account is sending spam. Let me take remote access with AnyDesk to clean it for you.,Tech_Support_Scam,"spam,anydesk,remote access",0,0,0,1,0,1,0,0,1
C711,A court summon has been issued against you for a bounced cheque. Pay the fine immediately via this link.,Threat_Legal,"legal notice,court summon,link",0,0,1,0,1,1,0,0,1
C712,"Sir, I am your new bank manager. For our records, please confirm your date of birth and full address.",Social_Engineering,bank manager,0,0,0,0,0,1,0,0,1
C713,"We are updating our systems. To ensure your account is not frozen, please tell us the OTP 8899.",Banking_Fraud,"account frozen,otp",1,0,0,0,1,1,0,1,1
C714,You have received Rs. 2000 from an unknown person on PhonePe. Send it back to this number to avoid issues.,UPI_Payment_Scam,"rs,phonepe",0,0,0,0,0,0,0,0,1
C715,Aapne ek free holiday package jeeta hai! Diye gaye link par click karke survey complete kijiye.,Prize_Lottery_Scam,"won,link",0,0,1,0,0,0,0,0,1
C716,Your credit score is very low. We can fix it for a small fee of Rs. 1500. Just provide your Aadhaar details.,Loan_Credit_Scam,"credit score,rs,aadhaar",0,0,0,0,0,0,0,0,1
C717,Your Gmail is compromised. Share your password and the recovery code from SMS to secure it.,Tech_Support_Scam,"gmail,compromised,password,otp",1,1,0,0,1,1,1,0,1
C718,This is a final warning from the electricity board. Your power will be cut in 30 minutes if you don't pay now.,Threat_Legal,urgent,0,0,0,0,1,1,0,0,1
C719,"Mummy, my phone broke. This is my new number. Please send Rs. 3000 urgently for the repair.",Social_Engineering,"rs,urgent",0,0,0,0,1,0,0,0,1
C720,"A refund of Rs. 15,000 has been initiated. To credit this, please share the OTP you received.",Banking_Fraud,"refund,rs,otp",1,0,0,0,0,1,0,0,1
C721,Scan this QR code and enter your PIN to receive Rs. 500 cashback on your last transaction.,UPI_Payment_Scam,"rs,cashback,pin",0,0,1,0,0,0,0,0,1
C722,"Your number won Rs. 1 Crore in a government lottery. To claim, deposit Rs. 20,000 as tax in this account.",Prize_Lottery_Scam,"won,rs,lottery",0,0,0,0,0,1,0,0,1
C723,Your loan application is approved. Just send Rs. 2500 as a file charge to get the money disbursed.,Loan_Credit_Scam,"loan approved,rs",0,0,0,0,0,0,0,0,1
C724,Your internet is not secure. I need remote access to install a firewall. Please install TeamViewer.,Tech_Support_Scam,"remote access,teamviewer",0,0,0,1,0,1,0,0,1
C725,An FIR has been lodged against your number for harassing messages. Contact this lawyer to settle the matter.,Threat_Legal,"fir,police complaint",0,0,0,0,1,1,0,0,1
C726,"Hello, I am calling from Amazon. Your last order was a lucky winner. Share your details to get a gift.",Social_Engineering,"amazon,won",0,0,0,0,0,1,0,0,1
C727,Your KYC for your bank account has expired. Please share the OTP 9981 to renew it now.,Banking_Fraud,"kyc,otp",1,0,0,0,1,1,0,1,1
C728,I am from Paytm support. You have an unclaimed cashback. Please accept the request I am sending to receive it.,UPI_Payment_Scam,"paytm,cashback",0,0,1,0,0,1,0,0,1
C729,"You have been awarded a Rs. 20,000 gift voucher. To redeem, click on the link and enter your bank details.",Prize_Lottery_Scam,"won,rs,link",0,0,1,0,0,0,0,0,1
C730,We are offering a lifetime-free credit card. Just provide your PAN number for verification.,Loan_Credit_Scam,"loan,pan",0,0,0,0,0,0,0,0,1
C731,Your Windows license key is expired. Give me remote access to reactivate it or your PC will be blocked.,Tech_Support_Scam,"account blocked,remote access",0,0,0,1,1,1,0,0,1
C732,A complaint of money laundering is linked to your account. Cooperate with us to avoid arrest.,Threat_Legal,"police complaint,arrest,urgent",0,0,0,0,1,1,0,0,1
C733,"Sir, main aapke pichle office se bol raha hu. Aapka bonus pending hai. Details share kijiye to process.",Social_Engineering,bonus,0,0,0,0,0,1,0,0,1
C734,Your debit card is being upgraded to a new chip card. Please read out the number and expiry of your old card.,Banking_Fraud,debit card,0,0,0,0,0,1,0,0,1
C735,"To get an instant refund of Rs. 1200 on PhonePe, just enter your UPI PIN on the screen prompt.",UPI_Payment_Scam,"refund,rs,phonepe,pin",0,0,1,0,0,0,0,0,1
C736,"You have won a free subscription for 1 year. To activate, please pay a Rs. 1 verification fee on this link.",Prize_Lottery_Scam,"won,link,fee",0,0,1,0,0,0,0,0,1
C737,"Your loan EMI payment failed. To avoid penalty, pay immediately using the link sent in this SMS.",Loan_Credit_Scam,"loan emi,penalty,link",0,0,1,0,1,0,0,0,1
C738,Your computer's security has been breached. We need you to go to your bank website and login so we can monitor for safety.,Tech_Support_Scam,"login,bank",0,1,0,0,1,1,0,0,1
C739,A suspicious parcel in your name is held at customs. It contains illegal items. Pay a fine to avoid a police case.,Threat_Legal,"police complaint,fine",0,0,0,0,1,1,0,0,1
C740,"Hi, this is your friend Rahul's friend. He is in an emergency and needs you to UPI Rs. 5000 to this number.",Social_Engineering,"rs,upi,urgent",0,0,0,0,1,0,0,0,1
C741,"Your bank account has been compromised. To secure it, please share the OTP we just sent you.",Banking_Fraud,"compromised,otp",1,0,0,0,1,1,0,0,1
C742,"Sir, you have received a payment. To accept it in your GPay, you need to enter your PIN.",UPI_Payment_Scam,"pin,google pay",0,0,1,0,0,0,0,0,1
C743,Aapne ek lucky draw me Rs. 1 Lakh ka gold jeeta hai. Delivery charges pay karke apna prize le lijiye.,Prize_Lottery_Scam,"won,rs,prize",0,0,0,0,0,0,0,0,1
C744,Get a loan without any CIBIL check. Just provide your Aadhaar and PAN details on our app.,Loan_Credit_Scam,"loan,cibil,aadhaar,pan",0,0,0,0,0,0,0,0,1
C745,Your email is sending junk mail to all your contacts. Allow me to take remote access to fix the server settings.,Tech_Support_Scam,"email,remote access",0,0,0,1,0,1,1,0,1
C746,This is a legal notice from the Telecom department. Your SIM will be blocked for illegal activity.,Threat_Legal,"legal notice,account blocked",0,0,0,0,1,1,0,0,1
C747,I am calling from the electricity board. Your bill is overdue. Please share your credit card details to pay now.,Social_Engineering,bill,0,0,0,0,1,1,0,0,1
C748,"A fraudulent transaction was stopped on your card. To confirm the block, please share the OTP 4433.",Banking_Fraud,"otp,blocked",1,0,0,0,1,1,0,1,1
C749,"To receive Rs. 1000 from a friend, you must first send Rs. 1 to their UPI ID for verification.",UPI_Payment_Scam,"rs,upi",0,0,0,0,0,0,0,0,1
C750,You have won a free smartphone. Please provide your address and pay a small shipping fee of Rs. 299.,Prize_Lottery_Scam,"won,rs,fee",0,0,0,0,0,0,0,0,1
C751,"Your loan has a special waiver offer. To avail it, just confirm your bank account number and IFSC code.",Loan_Credit_Scam,loan,0,0,0,0,0,0,0,0,1
C752,"Your computer is infected with ransomware. Pay Rs. 10,000 in Bitcoin or all your files will be deleted in 1 hour.",Tech_Support_Scam,"rs,urgent",0,0,0,0,1,0,0,0,1
C753,A police complaint has been filed against you for a hit-and-run case. Contact this lawyer immediately to get bail.,Threat_Legal,"police complaint,lawyer",0,0,0,0,1,1,0,0,1
C754,Your parcel is stuck at the warehouse due to an incomplete address. Please click this link to update it and pay a Rs. 5 re-delivery fee.,Social_Engineering,"link,rs,fee",0,0,1,0,0,0,0,0,1
C755,The CVV number on your card has expired. Please share the new one to continue online transactions.,Banking_Fraud,cvv,0,0,0,0,1,1,0,0,1
C756,Aapko PhonePe par Rs. 2000 ka cashback voucher mila hai. Request accept karke turant apne account me paaye.,UPI_Payment_Scam,"rs,phonepe,cashback",0,0,1,0,0,0,0,0,1
C757,"You have won a free trip to Dubai. To confirm your ticket, please share your passport number for verification.",Prize_Lottery_Scam,won,0,0,0,0,0,0,0,0,1
C758,"To get a premium credit card for free, just tell us the limit on your current credit card.",Loan_Credit_Scam,loan,0,0,0,0,0,0,0,0,1
C759,Your antivirus has expired. Let me take remote access to install the latest version for you.,Tech_Support_Scam,remote access,0,0,0,1,0,1,0,0,1
C760,Your son has been caught shoplifting. I am the store manager. Transfer Rs. 5000 to avoid a police complaint.,Threat_Legal,"rs,police complaint",0,0,0,0,1,1,0,0,1
C761,I am calling from your child's school. The fees are overdue. Pay now via this link to avoid a late penalty.,Social_Engineering,"fees,link,penalty",0,0,1,0,1,1,0,0,1
C762,Your bank account needs e-KYC. Please share the OTP sent to your Aadhaar-linked number to complete it.,Banking_Fraud,"kyc,otp,aadhaar",1,0,0,0,0,1,0,0,1
C763,"You have received a payment of Rs. 10,000. To see it in your balance, please refresh your UPI app by clicking this link.",UPI_Payment_Scam,"rs,upi,link",0,0,1,0,0,0,0,0,1
C764,Congratulations! You are eligible for a Rs. 5 Lakh government loan under a special scheme.,Prize_Lottery_Scam,"won,rs,loan",0,0,0,0,0,1,0,0,1
C765,We are calling to waive your annual credit card fees. Please confirm your card's expiry date to proceed.,Loan_Credit_Scam,loan,0,0,0,0,0,1,0,0,1
C766,"Your email has been used to send threatening messages. To clear your name, we need to scan your PC with AnyDesk.",Tech_Support_Scam,"email,anydesk,remote access",0,0,0,1,1,1,1,0,1
C767,A legal notice has been sent to your address for an online purchase you did not pay for. Settle it now.,Threat_Legal,legal notice,0,0,0,0,1,1,0,0,1
C768,This is your building security. A parcel has arrived but the delivery guy is asking for an entry fee. Please UPI him Rs. 100.,Social_Engineering,"rs,upi,fee",0,0,0,0,0,1,0,0,1
C769,"Your account is dormant. To reactivate, please share your customer ID and the OTP we will send.",Banking_Fraud,"account dormant,otp",1,0,0,0,0,1,0,0,1
C770,"To receive a Rs. 500 cashback, you need to add it as a beneficiary and send Rs. 1 to verify.",UPI_Payment_Scam,"rs,cashback",0,0,0,0,0,0,0,0,1
C771,Your OTP for resetting your app password is 9012. A support agent will never ask you to share this code.,Legit_Call,"otp,password",0,0,0,0,0,0,0,1,0
C772,"The one-time password to view your statement is 8890. For your security, this code should not be shared.",Legit_Call,"password,otp",0,0,0,0,0,0,0,1,0
C773,A login was attempted from a new browser. Use OTP 3345 if this was you. Do not share it with anyone otherwise.,Legit_Call,"login,otp",0,0,0,0,0,0,0,1,0
C774,"The verification code for your new device is 6678. Remember, our employees will never ask for this code.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C775,"To authorize the transaction, enter OTP 5152 on the website. This is a secure code, do not read it out to anyone.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C776,Your registration code is 7362. Please keep it confidential and do not share it over the phone.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C777,"A password change was requested. The OTP is 1129. If this was not you, please ignore this message.",Legit_Call,"password,otp",0,0,0,0,0,0,0,1,0
C778,"The code to confirm your new shipping address is 4455. This is private, do not share it.",Legit_Call,"otp,address",0,0,0,0,0,0,0,1,0
C779,Your OTP for the online purchase is 2024. Sharing this OTP can lead to financial fraud.,Legit_Call,"otp,fraud",0,0,0,0,0,0,0,1,0
C780,This is a security alert. Your OTP to add a new payee is 8765. Never share this with anyone promising a refund.,Legit_Call,"security,otp,refund",0,0,0,0,0,0,0,1,0
C781,The authentication code for your login is 3132. Please be aware of scammers asking for such codes.,Legit_Call,"login,otp",0,0,0,0,0,0,0,1,0
C782,"To confirm your identity, please enter the OTP 9981 on the app. No one from our team will call and ask for it.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C783,Your one-time password for this session is 5566. This code is for your use only.,Legit_Call,"password,otp",0,0,0,0,0,0,0,1,0
C784,"A new device is trying to log in. The OTP to block this attempt is 7789. If it wasn't you, just ignore.",Legit_Call,"login,otp,blocked",0,0,0,0,0,0,0,1,0
C785,The secure code for your transaction is 4321. Sharing this can give access to your account. Be careful.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C786,Your request for a new PIN has been registered. The OTP to set the PIN is 1998. Do not share this text.,Legit_Call,"pin,otp",0,0,0,0,0,0,0,1,0
C787,This is a system-generated OTP: 6263. Please be cautious and never share it with any person.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C788,"To finalize your registration, use the code 5432. Sharing this code is not advised.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C789,"Your verification code is 8881. Please note, we do not ask for OTPs over the phone.",Legit_Call,otp,0,0,0,0,0,0,0,1,0
C790,The one-time code for your service request is 2123. This is confidential and should not be shared.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C791,"To get your Rs. 2000 cashback, you must first accept the payment request I have sent on PhonePe.",UPI_Payment_Scam,"rs,cashback,phonepe",0,0,1,0,0,0,0,0,1
C792,"Sir, I accidentally sent you Rs. 5000 on GPay. Please scan this QR code to send it back to me.",UPI_Payment_Scam,"rs,gpay,refund",0,0,1,0,0,0,0,0,1
C793,"Aapke UPI account se paisa debit ho raha hai. Isse rokne ke liye, request accept karke apna PIN daaliye.",UPI_Payment_Scam,"upi,debit,pin",0,0,1,0,1,0,0,0,1
C794,"To receive your lottery winnings, you need to verify your UPI handle by sending Rs. 10 to this ID.",UPI_Payment_Scam,"won,upi,rs",0,0,0,0,0,0,0,0,1
C795,Your KYC for UPI is pending. Complete it on this link or all your transactions will be blocked.,UPI_Payment_Scam,"kyc,upi,link,blocked",0,0,1,0,1,0,0,0,1
C796,This is Paytm customer care. A refund is pending. Please tell me the code from the SMS to process it.,UPI_Payment_Scam,"paytm,refund,otp",1,0,0,0,0,1,0,0,1
C797,"You have a pending cashback reward. Open your UPI app, I will guide you on how to claim it by making a small transaction.",UPI_Payment_Scam,"cashback,upi",0,0,1,0,0,0,0,0,1
C798,"Your last payment failed. To get the money back, approve the reversal request I have sent you.",UPI_Payment_Scam,"refund,upi",0,0,1,0,0,0,0,0,1
C799,Congratulations! Your mobile number has won Rs. 5 Lakhs in our monthly draw. Please contact this number to claim.,Prize_Lottery_Scam,"won,rs,claim prize",0,0,0,0,0,0,0,0,1
C800,You have received a free gift voucher worth Rs. 2000. Pay a small Rs. 50 packing fee to get it delivered.,Prize_Lottery_Scam,"won,rs,voucher,fee",0,0,0,0,0,0,0,0,1
C801,"Aapne ek free government scheme me solar panel jeeta hai. Installation ke liye, diye gaye link par register karein.",Prize_Lottery_Scam,"won,link",0,0,1,0,0,1,0,0,1
